Changes_20181109_1159_-Gen5_Kombi-03_Prod_Dev-20_Specifications-10_Customer_Requirements-Consolidated-40_Requirements_-_Functions_3.1_sv,AccStateCurrentConsolidation_sv,OEM_ID_sv,Comparison with '/Gen5_Kombi/03_Prod_Dev/20_Specifications/10_Customer_Requirements/Consolidated/40_Requirements_-_Functions' version: 3.1,FSM,English_sv,Function_sv
unchanged,NRQ,40_36,14.4.4 Verbrennungsmotor läuft (VM läuft),non-FS,Combustion engine runs (VM runs),TBD
unchanged,NRQ,40_13523,14.4.4.1 Eingangdaten,non-FS,Input data,TBD
unchanged,NRQ,40_4004,14.4.4.1.1 BUS,non-FS,BUS,TBD
unchanged,CON,40_4005,"Status Verbrennungsmotor (ST_CENG, 32h)",non-FS,"State combustion engine (ST_CENG, 32h)",TBD
unchanged,CON,40_4006,"Status_Verbrennungsmotor_Antrieb 
	ST_CENG_DRV,       	Init- und Ersatzwert siehe ID 55_781",non-FS,"Status_Verbrennungsmotor_Antrieb 
ST_CENG_DRV, to INIT and replacement value see ID 55_781",TBD
unchanged,CON,40_11808,"Die Überwachung-Parameter für diese Botschaft sind im Kapitel ""Überwachungen"" definiert, siehe ID 55_1244",non-FS,"The inspection parameters for this message are defined in the section “inspections”, see ID 55_1244",TBD
unchanged,CON,40_11806,Die Botschaft wird auf Ausfall überwacht und ein entsprechender Timeout-DTC wird eingetragen.,non-FS,The message is monitored on failure and a suitable time-out DTC is entered.,TBD
unchanged,CON,40_11807,Die in dieser Funktion verwendeten Signale werden auf ihre funktionsspezifischen Wertebereiche geprüft und ein entsprechender APPL-DTC wird eingetragen. ,non-FS,The signals used in this function are checked for their function specific scopes and a suitable APPL DTC is entered.,TBD
unchanged,NRQ,40_4007,14.4.4.2 Funktionsbeschreibung,non-FS,Function description,TBD
unchanged,CON,40_4008,"Unter der Bedingung
Status_Verbrennungsmotor_Antrieb == 0h
ist der Verbrennungsmotor aus.

Hierzu wird in den weiteren Anforderungen die Definition
'Verbrennungsmotor steht' ( 'VM steht' )
benutzt.

Nicht definierte oder ungültige Werte werden wie 'Verbrennungsmotor steht' interpretiert.",non-FS,"On the condition
Status_Verbrennungsmotor_Antrieb == 0h
is the combustion engine out.

For this the definition becomes in the further request
“Combustion engine is” (to “is VM”)
used.

Did not define or invalid values like “combustion engine be” interpreted.",TBD
unchanged,CON,40_4009,"Unter der Bedingung
Status_Verbrennungsmotor_Antrieb == 2h
läuft der Verbrennungsmotor.

Hierzu wird in den weiteren Anforderungen die Definition
'Verbrennungsmotor läuft' ( 'VM läuft' )
benutzt. ",non-FS,"On the condition
Status_Verbrennungsmotor_Antrieb == 2h
the combustion engine runs.

For this the definition becomes in the further request
“Combustion engine runs” (“VM runs”)
used.",TBD
modified,NRQ,40_37,14.4.5 FahrzeugVehicle fährtis /driving Fahrzeug/ stehtstationary (FZG fährt / FZG steht),non-FS,<<< TRANSLATION MUST BE UPDATED >>>Vehicle drives/to vehicle is (FZG drives/to FZG is),TBD
modified,NRQ,40_6245,14.4.5.1 EingangsdatenInput data,non-FS,<<< TRANSLATION MUST BE UPDATED >>>Input data,TBD
modified,NRQ,40_6246,14.4.5.1.1 CAF / Herstellerdaten,non-FS,<<< TRANSLATION MUST BE UPDATED >>>CAF/manufacturer data,TBD
modified,CHK,40_6247,"Für dieFor Fahrzeugthe fährtvehicle driving/stationary steht-Funktionfunction, werdenno keinecoding Codierwertevalues benötigtare required.",non-FS,<<< TRANSLATION MUST BE UPDATED >>>For the vehicle/being function drives no coding values is required.,TBD
unchanged,NRQ,40_6217,14.4.5.1.2 BUS,non-FS,BUS,TBD
unchanged,CON,40_6218,"Geschwindigkeit Fahrzeug (V_VEH, 1A1h)",non-FS,"Rate vehicle (V_VEH, 1A1h)",TBD
modified,CHK,40_12935,"Alive_Geschwindigkeit_Fahrzeug  
	ALIV_V_VEH,		Init-Initial undand Ersatzwertsubstitute siehevalue see ID 55_44840_1_448",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Alive_Geschwindigkeit_Fahrzeug  
ALIV_V_VEH, to INIT and replacement value see ID 55_448",TBD
modified,CHK,40_6220,"Qualifier_Geschwindigkeit_Fahrzeug_Schwerpunkt  
	QU_V_VEH_COG,	Init-Initial undand Ersatzwertsubstitute siehevalue see ID 55_44940_1_449",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Qualifier_Geschwindigkeit_Fahrzeug_Schwerpunkt  
QU_V_VEH_COG, to INIT and replacement value see ID 55_449",TBD
modified,CHK,40_6221,"Geschwindigkeit_Fahrzeug_Schwerpunkt 	
	V_VEH_COG,		Init-Initial undand Ersatzwertsubstitute siehevalue see ID 55_45040_1_450",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Geschwindigkeit_Fahrzeug_Schwerpunkt 
V_VEH_COG, to INIT and replacement value see ID 55_450",TBD
modified,CHK,40_6230,"DieDetailed Überwachung-Parameterdescription fürof diesemessage Botschaftmonitoring sindand imthe Kapitelassociated ""Überwachungen""error definiertmemory, sieheas well the validity check of the signals used in this function for their function-specific value ranges are defined in the BUS and Error Manager configuration specifications document “40_1_BUS_ERM_2021”.
See chapter ""Monitoring functions"" ID 55_107240_1_1072.",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>The inspection parameters for this message are defined in the section “inspections”, see ID 55_1072.",TBD
deleted,CHK,40_6885,Die Botschaft wird auf Ausfall überwacht und ein entsprechender Timeout-DTC wird eingetragen.,non-FS,The message is monitored on failure and a suitable time-out DTC is entered.,TBD
deleted,CHK,40_18105,Die Botschaft wird auf Aktualität überwacht und ein entsprechender Alive-DTC wird eingetragen.  ,non-FS,The message is monitored on topicality and a suitable Alive DTC is entered.,TBD
deleted,CHK,40_12936,Die in dieser Funktion verwendeten Signale werden auf ihre funktionsspezifischen Wertebereiche geprüft und ein entsprechender APPL-DTC wird eingetragen. ,non-FS,The signals used in this function are checked for their function specific scopes and a suitable APPL DTC is entered.,TBD
modified,NRQ,40_6248,14.4.5.2 AusgangsdatenOutput data,non-FS,<<< TRANSLATION MUST BE UPDATED >>>Outlet data,TBD
modified,CHK,40_22979,"InternesInternal Kombi-Signalinstrument (z.B.cluster RTE),signal das""vehicle denis Zustanddriving"" anindicating allethat anderenthe Funktionencar kommuniziertstate to all other functions.",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Internal combination signal (e.g. RTE), which communicates the state to all other functions.",TBD
modified,NRQ,40_6223,14.4.5.3 FunktionsbeschreibungFunction description,non-FS,<<< TRANSLATION MUST BE UPDATED >>>Function description,TBD
modified,CHK,40_6249,"Die FahrzeugThe fährtvehicle driving/stationary steht-Funktionfunction generiertgenerates diethe beidentwo Zuständestates fürfor alleall anderenother Kombifunktioneninstrument cluster functions.
Eine AusgabeThere deris beidenno Zuständeoutput amof Busthe erfolgttwo nichtstates on the bus.",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>The vehicle drives/to being function generates the two states for all other combination functions.
An output of the two states at the bus does not take place.",TBD
modified,CHK,40_6224,"DieThe Bedingungenconditions fürfor ""Fahrzeug“vehicle fährt""driving” (FZG fährt) sindare erfülltfulfilled wennwhen: ",non-FS,<<< TRANSLATION MUST BE UPDATED >>>The conditions for “vehicle drives” (FZG drives) are fulfilled if:,TBD
modified,CHK,40_6226,Geschwindigkeit_Fahrzeug_Schwerpunkt >= 0.8 [km/h] undand,non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Geschwindigkeit_Fahrzeug_Schwerpunkt >= 0,8 [km/h] and",TBD
modified,CHK,40_6227,Qualifier_Geschwindigkeit_Fahrzeug_Schwerpunkt = (0001b1h oderor 1010bAh oderor 1011bBh),non-FS,<<< TRANSLATION MUST BE UPDATED >>>Qualifier_Geschwindigkeit_Fahrzeug_Schwerpunkt = (0001b or 1010b or 1011b),TBD
modified,CHK,40_6228,"SindIf diethe obigenabove Bedingungenconditions nichtare erfülltnot fulfilled, entsprichtthe dasstate demcorresponds Zustandto ""Fahrzeugthe state “Vehicle stationary” (FZG steht"").",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>If the above conditions are not fulfilled, that corresponds to the state “vehicle is”.",TBD
unchanged,NRQ,40_16046,14.4.6 CAN aktiv,non-FS,CAN actively,TBD
unchanged,NRQ,40_16047,14.4.6.1 Eingangsdaten,non-FS,Input data,TBD
unchanged,CON,40_16052,CAN-Status aus der AUTOSAR-Basis-SW,non-FS,CAN state from the AUTOSAR base SW,TBD
unchanged,NRQ,40_16049,14.4.6.1.1 CAF / Herstellerdaten,non-FS,CAF/manufacturer data,TBD
unchanged,NRQ,40_16053,Keine CAF- oder Herstellerdaten-Relevanz.,non-FS,No CAF or manufacturer data relevance.,TBD
unchanged,NRQ,40_16050,14.4.6.1.2 BUS,non-FS,BUS,TBD
unchanged,NRQ,40_16054,Keine expliziten BUS-Eingangssignale.,non-FS,No explicit bus input signals.,TBD
unchanged,NRQ,40_16051,14.4.6.2 Funktionsbeschreibung,non-FS,Function description,TBD
unchanged,CON,40_16056,Für die Bestimmung des CAN-Aktivitätstatus wird der CAN-Zustand aus der AUTOSAR-Basis-SW verwendet.,non-FS,For the determination of the CAN Aktivitätstatus the CAN state from the AUTOSAR base SW is used.,TBD
unchanged,CON,40_16062,"Der CAN-Bus wird bereits als ""nicht aktiv"" betrachtet, wenn die AUTOSAR-SW einen ""prepare to sleep""-Zustand erreicht.",non-FS,"The CAN bus is already not regarded actively as “”, if the AUTOSAR SW “prepare to sleep” - state achieves.",TBD
unchanged,CON,40_16057,"Der CAN-Bus wird als ""aktiv"" auch im Zustand ""BUS_OFF"" betrachtet.",non-FS,The CAN bus is regarded as “actively” also in the state “BUS_OFF”.,TBD
unchanged,NRQ,40_16048,14.4.6.3 Ausgangsdaten,non-FS,Outlet data,TBD
unchanged,CON,40_16055,Bereitstellung eines zentralen CAN-Bus-Status für alle SW-Module.,non-FS,Deployment of a central CAN bus state for all SW-modules.,TBD
modified,NRQ,40_47,"14.4.7 FahrzeugVehicle entsichertunsecured/gesichertsecured, Statusstatus Türen/Klappenof doors and flaps",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Vehicle releases/secured, state doors/flaps",TBD
unchanged,NRQ,40_6232,14.4.7.1 BUS,non-FS,BUS,TBD
modified,CHK,40_6233,"DieThe Telegramme,messages diethat fürare dierequired Funktionfor benötigtthe werden,function werdenare hierbriefly nurdescribed kurzhere beschrieben,only umto dascomplete Lastenheftthe zurequirements vervollständigenspecification document. DieThe genauenexact Signal-signal undand Nachrichtenbeschreibungenmessage sinddescriptions definiertare defined in:
NachrichtenkatalogMessage catalog",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>The telegrams, which are required for the function, are described here only briefly, in order to complete the work statement. The exact signal and news descriptions are defined in:
News catalog",TBD
unchanged,CON,40_6234,"ZV und Klappenzustand (STAT_ZV_KLAPPEN, 2FCh)",non-FS,"ZV and flap state (, 2FCh STAT_ZV_KLAPPEN)",TBD
modified,CHK,40_6235,"Status_Zentralverriegelung  
	ST_CLSY, 		Init-For undinit Ersatzwertand siehesubstitute value, see ID 55_58640_1_586",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Status_Zentralverriegelung  
To ST_CLSY, INIT and replacement value see ID 55_586",TBD
modified,CHK,40_7105,"Status_Türkontakt_FAT  
	ST_DSW_DRD,		Init-For undinit Ersatzwertand siehesubstitute value, see ID 55_58740_1_587",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Status_Türkontakt_FAT  
ST_DSW_DRD, to INIT and replacement value see ID 55_587",TBD
modified,CHK,40_7106,"Status_Türkontakt_BFT  
	ST_DSW_PSD,		Init-For undinit Ersatzwertand siehesubstitute value, see ID 55_58840_1_588",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Status_Türkontakt_BFT  
ST_DSW_PSD, to INIT and replacement value see ID 55_588",TBD
modified,CHK,40_17709,"Steuerung_Zentralverriegelung  
	CTR_CLSY,		Init-For undinit Ersatzwertand siehesubstitute value, see ID 55_58940_1_589",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>Steuerung_Zentralverriegelung  
CTR_CLSY, to INIT and replacement value see ID 55_589",TBD
modified,CHK,40_6237,"DieThe Überwachung-Parametermonitoring fürparameters diesefor Botschaftthis sindmessage imare Kapiteldefined ""Überwachungen""in definiertthe “Monitoring functions” section, siehesee ID 55_128340_1_1283.",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>The inspection parameters for this message are defined in the section “inspections”, see ID 55_1283.",TBD
modified,CHK,40_6236,DieThe Botschaftmessage wirdis aufmonitored Ausfallfor überwachttime undout einand entsprechendera Timeoutcorresponding time-out DTC wirdis eingetragenstored.,non-FS,<<< TRANSLATION MUST BE UPDATED >>>The message is monitored on failure and a suitable time-out DTC is entered.,TBD
modified,CHK,40_11721,DieThe insignals dieserused Funktionin verwendetenthis Signalefunction werdenare aufchecked ihrefor funktionsspezifischentheir Wertebereichefunction-specific geprüftvalue undranges einand entsprechendera corresponding APPL- DTC wirdis eingetragenstored. ,non-FS,<<< TRANSLATION MUST BE UPDATED >>>The signals used in this function are checked for their function specific scopes and a suitable APPL DTC is entered.,TBD
modified,NRQ,40_6238,14.4.7.2 FunktionsbeschreibungFunctional description,non-FS,<<< TRANSLATION MUST BE UPDATED >>>Function description,TBD
modified,CHK,40_6239,"Die Bedingungen fürThe ""Fahrzeugcondition gesichert""vehicle sindsecured” erfülltis wennwhen:",non-FS,<<< TRANSLATION MUST BE UPDATED >>>The conditions for “vehicle secured” are fulfilled if:,TBD
modified,CHK,40_6240,Status_Zentralverriegelung (ST_CLSY) = 01 -- (InternerInternal ZV-Mastercentral istlocking gesichertmaster is secured),non-FS,<<< TRANSLATION MUST BE UPDATED >>>Status_Zentralverriegelung (ST_CLSY) = 01 -- (Internal ZV-master is secured),TBD
unchanged,CON,40_6241,"Sind die obigen Bedingungen nicht erfüllt, entspricht das dem Zustand ""Fahrzeug entsichert"".",non-FS,"If the above conditions are not fulfilled, that corresponds to the state “vehicle released”.",TBD
modified,CHK,40_4990,"DieThe Bedingungenconditions fürfor “driver's door open” (""Fahrertür geöffnet"") sindare:",non-FS,<<< TRANSLATION MUST BE UPDATED >>>The conditions for “driver's door” are opened:,TBD
unchanged,CON,40_4991,"Status_Türkontakt_FAT, ST_DSW_DRD == 01b",non-FS,"Status_Türkontakt_FAT, ST_DSW_DRD == 01b",TBD
modified,CHK,40_7109,"SindIf diethe obigenabove Bedingungencondition nichtare erfülltnot fulfilled, entsprichtthe dasstate demcorresponds Zustandto the state “Driver's door not opened” (""Fahrertür nicht geöffnet"").",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>If the above conditions are not fulfilled, that does not correspond to the state “driver's door opened”.",TBD
modified,CHK,40_4992,"DerThe Zustandcondition Status_Türkontakt_FAT, ST_DSW_DRD wirdis überstored denduring schlafendenthe Bussleeping zwischengespeichertmode, umin dieorder steigendeto Flankedetect zuthe erkennenrising flank, fallsif dasthe Signalvehicle mitwakes demup Wertwith 01bthe aufwachtsignal value 01b.",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>The state Status_Türkontakt_FAT, ST_DSW_DRD will over the sleeping bus intermediate storage, in order to detect the rising edge, if the signal with the value 01b wakes up.",TBD
modified,CHK,40_4994,"DieThe Bedingungenconditions fürfor ""Beifahrertür“front geöffnet""passenger sinddoor open” are:",non-FS,<<< TRANSLATION MUST BE UPDATED >>>The conditions for “passenger door” are opened:,TBD
unchanged,CON,40_4995,"Status_Türkontakt_BFT, ST_DSW_PSD == 01b",non-FS,"Status_Türkontakt_BFT, ST_DSW_PSD == 01b",TBD
modified,CHK,40_7110,"SindIf diethe obigenabove Bedingungenconditions nichtare erfülltnot fulfilled, entsprichtthe dasstate demcorresponds Zustandto ""Beifahrertürthe nichtstate geöffnet""“Front passenger door not open”.",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>If the above conditions are not fulfilled, that does not correspond to the state “passenger door opened”.",TBD
modified,CHK,40_4996,"DerThe Zustandcondition Status_Türkontakt_BFT, ST_DSW_PSD wirdis überstored denduring schlafendenthe Bussleeping zwischengespeichertmode, umin dieorder steigendeto Flankedetect zuthe erkennenrising flank, fallsif dasthe Signalvehicle mitwakes demup Wertwith 01bthe aufwachtsignal value 01b.",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>The state Status_Türkontakt_BFT, ST_DSW_PSD will over the sleeping bus intermediate storage, in order to detect the rising edge, if the signal with the value 01b wakes up.",TBD
unchanged,NRQ,40_12352,14.4.8 Globale Daten,non-FS,Global data,TBD
unchanged,NRQ,40_12825,14.4.8.1 CAF,non-FS,CAF,TBD
modified,NRQ,40_13614,14.4.8.1.1 Fahrzeug-TypVehicle type,non-FS,<<< TRANSLATION MUST BE UPDATED >>>Motor vehicle type,TBD
modified,CHK,40_12353,"GLOBAL_FAHRZEUG_TYP	 	
Größedata type: 1 Nibble
Wertebereichrange of values:
0h ( Verbrennercombustion engine )
1h ( PHEV )
2h ( BEV )
3h ( BEV / REX )
4h ( HEV )
5h - Fh ( reserviertreserved )
Auflösungresolution: 	1h	
Defaultdefault:	0h ( Verbrennercombustion engine )",non-FS,"<<< TRANSLATION MUST BE UPDATED >>>GLOBAL_FAHRZEUG_TYP 
Size: 1 Nibble
Scope:
0h (verb racer)
1h (PHEV)
2h (BEV)
3h (BEV/REX)
4h (HEV)
5h - Fh (reservation)
Resolution: 1h 
Default: 0h (verb racer)",TBD
